question_id,subject,topic,question_text,question_type,cognitive_level,avg_score,std_dev,discrimination_index,difficulty_label
Q2929,Chemistry,Organic,Evaluate the impact of Organic in Chemistry.,Long Answer,Apply,7.11,1.82,0.67,Easy
Q2930,Biology,Genetics,Evaluate the impact of Genetics in Biology.,Short Answer,Apply,3.97,1.93,0.75,Hard
Q2931,Physics,Electromagnetism,Explain the concept of Electromagnetism in Physics.,MCQ,Understand,5.86,1.55,-0.06,Medium
Q2932,Mathematics,Calculus,Solve a problem related to Calculus in Mathematics.,MCQ,Apply,10.0,1.8,0.4,Easy
Q2933,Physics,Electromagnetism,Solve a problem related to Electromagnetism in Physics.,Long Answer,Evaluate,10.0,1.54,0.35,Easy
Q2934,Chemistry,Inorganic,Explain the concept of Inorganic in Chemistry.,Short Answer,Remember,3.41,1.48,0.11,Hard
Q2935,Biology,Ecology,Evaluate the impact of Ecology in Biology.,Numerical,Analyze,5.2,1.28,0.87,Medium
Q2936,Mathematics,Probability,Solve a problem related to Probability in Mathematics.,MCQ,Analyze,5.05,1.14,0.45,Medium
Q2937,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,Long Answer,Evaluate,3.84,1.67,0.67,Hard
Q2938,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,Long Answer,Understand,4.63,1.87,0.12,Medium
Q2939,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,Long Answer,Analyze,4.99,1.62,0.26,Medium
Q2940,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,Numerical,Apply,3.36,1.63,0.29,Hard
Q2941,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,Numerical,Analyze,2.7,1.98,0.66,Hard
Q2942,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,Short Answer,Understand,5.05,1.96,0.72,Medium
Q2943,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Short Answer,Remember,5.13,2.59,0.8,Medium
Q2944,Physics,Optics,Evaluate the impact of Optics in Physics.,Long Answer,Analyze,3.22,1.05,0.35,Hard
Q2945,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,Numerical,Apply,1.91,1.21,0.56,Hard
Q2946,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,MCQ,Remember,7.17,1.72,0.87,Easy
Q2947,Computer Science,DBMS,Evaluate the impact of DBMS in Computer Science.,Long Answer,Remember,7.83,1.01,0.23,Easy
Q2948,Chemistry,Physical,Evaluate the impact of Physical in Chemistry.,MCQ,Apply,5.45,2.51,0.89,Medium
Q2949,Biology,Ecology,Explain the concept of Ecology in Biology.,Numerical,Evaluate,5.65,2.17,0.08,Medium
Q2950,Chemistry,Inorganic,Solve a problem related to Inorganic in Chemistry.,MCQ,Analyze,5.7,1.48,0.38,Medium
Q2951,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Numerical,Remember,10.0,1.84,0.87,Easy
Q2952,Mathematics,Probability,Solve a problem related to Probability in Mathematics.,Short Answer,Evaluate,3.81,0.55,0.2,Hard
Q2953,Physics,Electromagnetism,Explain the concept of Electromagnetism in Physics.,Short Answer,Apply,6.23,2.21,0.43,Medium
Q2954,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Long Answer,Remember,6.68,1.7,-0.05,Medium
Q2955,Chemistry,Inorganic,Evaluate the impact of Inorganic in Chemistry.,Long Answer,Remember,4.96,2.36,0.12,Medium
Q2956,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,Short Answer,Analyze,5.96,1.18,0.19,Medium
Q2957,Mathematics,Probability,Evaluate the impact of Probability in Mathematics.,MCQ,Remember,7.67,0.97,0.65,Easy
Q2958,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,Short Answer,Analyze,6.34,1.79,0.15,Medium
Q2959,Biology,Genetics,Analyze the principles of Genetics in Biology.,Short Answer,Analyze,4.94,1.31,0.47,Medium
Q2960,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,Short Answer,Apply,6.22,0.87,0.45,Medium
Q2961,Biology,Cell Biology,Explain the concept of Cell Biology in Biology.,Short Answer,Remember,4.27,2.07,0.68,Medium
Q2962,Chemistry,Physical,Analyze the principles of Physical in Chemistry.,Long Answer,Remember,2.96,0.4,0.36,Hard
Q2963,Biology,Ecology,Solve a problem related to Ecology in Biology.,Numerical,Apply,3.99,1.97,-0.07,Hard
Q2964,Physics,Mechanics,Explain the concept of Mechanics in Physics.,Numerical,Analyze,2.17,1.81,0.29,Hard
Q2965,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,Numerical,Understand,5.82,2.61,0.48,Medium
Q2966,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,Long Answer,Evaluate,9.33,1.65,0.58,Easy
Q2967,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,Short Answer,Evaluate,9.95,1.69,0.76,Easy
Q2968,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,MCQ,Evaluate,2.12,0.75,0.64,Hard
Q2969,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Numerical,Understand,4.56,1.57,0.78,Medium
Q2970,Biology,Genetics,Explain the concept of Genetics in Biology.,MCQ,Analyze,6.26,1.2,0.27,Medium
Q2971,Mathematics,Algebra,Explain the concept of Algebra in Mathematics.,Long Answer,Apply,4.72,1.37,0.42,Medium
Q2972,Chemistry,Organic,Evaluate the impact of Organic in Chemistry.,Long Answer,Evaluate,4.07,1.47,0.47,Medium
Q2973,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,Numerical,Remember,7.73,1.88,0.8,Easy
Q2974,Biology,Evolution,Analyze the principles of Evolution in Biology.,Numerical,Analyze,7.1,1.44,0.75,Easy
Q2975,Physics,Thermodynamics,Analyze the principles of Thermodynamics in Physics.,Long Answer,Remember,4.35,1.25,0.28,Medium
Q2976,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,MCQ,Analyze,8.89,0.57,0.44,Easy
Q2977,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,Short Answer,Evaluate,6.13,2.33,-0.08,Medium
Q2978,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,Long Answer,Remember,5.14,1.9,0.87,Medium
Q2979,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,Long Answer,Analyze,5.68,1.38,-0.15,Medium
Q2980,Physics,Optics,Evaluate the impact of Optics in Physics.,Long Answer,Remember,7.58,1.73,0.28,Easy
Q2981,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,Short Answer,Remember,6.3,1.86,0.49,Medium
Q2982,Mathematics,Calculus,Solve a problem related to Calculus in Mathematics.,Long Answer,Remember,5.05,1.91,0.19,Medium
Q2983,Biology,Evolution,Analyze the principles of Evolution in Biology.,Numerical,Understand,6.3,1.41,0.25,Medium
Q2984,Physics,Thermodynamics,Analyze the principles of Thermodynamics in Physics.,Long Answer,Remember,5.97,1.63,0.41,Medium
Q2985,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,MCQ,Evaluate,2.02,1.67,-0.12,Hard
Q2986,Mathematics,Calculus,Evaluate the impact of Calculus in Mathematics.,Short Answer,Apply,6.15,1.55,-0.05,Medium
Q2987,Computer Science,DBMS,Evaluate the impact of DBMS in Computer Science.,Long Answer,Apply,7.17,2.14,0.25,Easy
Q2988,Computer Science,DBMS,Explain the concept of DBMS in Computer Science.,Numerical,Remember,7.22,1.29,0.57,Easy
Q2989,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Long Answer,Analyze,10.0,1.98,-0.1,Easy
Q2990,Biology,Ecology,Solve a problem related to Ecology in Biology.,MCQ,Evaluate,3.22,1.44,0.03,Hard
Q2991,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,MCQ,Understand,7.31,1.63,0.24,Easy
Q2992,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,Numerical,Evaluate,7.18,0.92,0.76,Easy
Q2993,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,MCQ,Evaluate,7.14,1.69,0.39,Easy
Q2994,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Short Answer,Analyze,4.82,1.71,0.18,Medium
Q2995,Chemistry,Organic,Evaluate the impact of Organic in Chemistry.,Short Answer,Analyze,6.5,0.28,0.82,Medium
Q2996,Physics,Optics,Explain the concept of Optics in Physics.,MCQ,Analyze,5.07,0.97,0.12,Medium
Q2997,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,Numerical,Remember,7.62,1.62,0.86,Easy
Q2998,Chemistry,Biochemistry,Explain the concept of Biochemistry in Chemistry.,Long Answer,Analyze,7.99,1.73,0.38,Easy
Q2999,Physics,Optics,Analyze the principles of Optics in Physics.,MCQ,Remember,6.25,0.77,0.41,Medium
Q3000,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,Short Answer,Analyze,4.34,1.86,0.21,Medium
Q3001,Biology,Genetics,Explain the concept of Genetics in Biology.,Short Answer,Analyze,6.79,1.44,0.29,Medium
Q3002,Physics,Thermodynamics,Explain the concept of Thermodynamics in Physics.,MCQ,Remember,7.62,1.91,0.09,Easy
Q3003,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,Long Answer,Apply,7.85,1.58,0.32,Easy
Q3004,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,MCQ,Understand,6.89,1.59,0.71,Medium
Q3005,Mathematics,Probability,Analyze the principles of Probability in Mathematics.,Numerical,Evaluate,6.47,2.08,0.22,Medium
Q3006,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,Long Answer,Remember,5.78,1.85,0.39,Medium
Q3007,Biology,Ecology,Analyze the principles of Ecology in Biology.,Long Answer,Remember,10.0,0.65,0.32,Easy
Q3008,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Numerical,Understand,10.0,0.84,-0.05,Easy
Q3009,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,Short Answer,Analyze,4.84,1.65,0.8,Medium
Q3010,Biology,Cell Biology,Solve a problem related to Cell Biology in Biology.,MCQ,Remember,4.72,1.19,-0.0,Medium
Q3011,Chemistry,Physical,Evaluate the impact of Physical in Chemistry.,Numerical,Remember,6.57,1.97,0.01,Medium
Q3012,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,Numerical,Analyze,5.59,0.59,0.85,Medium
Q3013,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Short Answer,Apply,7.66,1.05,0.28,Easy
Q3014,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,Long Answer,Evaluate,5.2,0.58,-0.12,Medium
Q3015,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,Long Answer,Understand,4.73,1.87,0.6,Medium
Q3016,Mathematics,Probability,Analyze the principles of Probability in Mathematics.,Numerical,Analyze,6.43,1.41,0.69,Medium
Q3017,Biology,Ecology,Evaluate the impact of Ecology in Biology.,MCQ,Analyze,5.95,1.76,0.6,Medium
Q3018,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Long Answer,Understand,3.71,1.27,0.29,Hard
Q3019,Biology,Genetics,Explain the concept of Genetics in Biology.,Long Answer,Apply,6.38,1.07,0.49,Medium
Q3020,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,Short Answer,Evaluate,10.0,1.74,-0.07,Easy
Q3021,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Short Answer,Remember,2.49,1.73,0.83,Hard
Q3022,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,MCQ,Remember,7.56,0.94,0.05,Easy
Q3023,Biology,Evolution,Explain the concept of Evolution in Biology.,MCQ,Evaluate,8.01,1.51,0.56,Easy
Q3024,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,Long Answer,Remember,2.76,0.83,0.3,Hard
Q3025,Chemistry,Inorganic,Evaluate the impact of Inorganic in Chemistry.,MCQ,Apply,6.92,0.95,0.2,Medium
Q3026,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,Numerical,Understand,6.87,1.8,0.47,Medium
Q3027,Mathematics,Probability,Analyze the principles of Probability in Mathematics.,Short Answer,Analyze,3.58,1.22,0.65,Hard
Q3028,Computer Science,DBMS,Solve a problem related to DBMS in Computer Science.,Long Answer,Evaluate,2.92,1.46,0.01,Hard
Q3029,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,Numerical,Evaluate,6.96,1.21,0.05,Medium
Q3030,Mathematics,Linear Algebra,Analyze the principles of Linear Algebra in Mathematics.,MCQ,Understand,0.8,2.21,0.44,Hard
Q3031,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,MCQ,Understand,5.36,1.48,0.27,Medium
Q3032,Physics,Mechanics,Solve a problem related to Mechanics in Physics.,Numerical,Analyze,8.28,2.55,0.52,Easy
Q3033,Biology,Evolution,Evaluate the impact of Evolution in Biology.,Numerical,Analyze,6.83,1.01,0.0,Medium
Q3034,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,Numerical,Analyze,4.44,2.11,0.58,Medium
Q3035,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,MCQ,Evaluate,5.77,1.22,0.58,Medium
Q3036,Physics,Optics,Apply the theory of Optics in practical scenarios.,Short Answer,Apply,7.37,1.18,0.49,Easy
Q3037,Physics,Optics,Solve a problem related to Optics in Physics.,Long Answer,Apply,2.44,2.03,0.33,Hard
Q3038,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Long Answer,Evaluate,4.62,2.72,0.57,Medium
Q3039,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,Short Answer,Evaluate,3.26,1.35,0.04,Hard
Q3040,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,MCQ,Apply,7.56,1.83,0.02,Easy
Q3041,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,Long Answer,Evaluate,6.01,1.79,0.81,Medium
Q3042,Computer Science,Operating Systems,Apply the theory of Operating Systems in practical scenarios.,Short Answer,Remember,8.07,1.98,-0.11,Easy
Q3043,Physics,Optics,Analyze the principles of Optics in Physics.,Short Answer,Analyze,4.15,2.14,0.67,Medium
Q3044,Biology,Genetics,Solve a problem related to Genetics in Biology.,Long Answer,Apply,8.07,1.24,-0.06,Easy
Q3045,Biology,Genetics,Evaluate the impact of Genetics in Biology.,Numerical,Evaluate,5.01,0.99,0.25,Medium
Q3046,Chemistry,Biochemistry,Explain the concept of Biochemistry in Chemistry.,Numerical,Apply,8.45,1.15,-0.09,Easy
Q3047,Chemistry,Organic,Explain the concept of Organic in Chemistry.,Numerical,Analyze,8.02,1.28,-0.13,Easy
Q3048,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,Short Answer,Analyze,5.49,1.25,0.21,Medium
Q3049,Computer Science,Data Structures,Apply the theory of Data Structures in practical scenarios.,MCQ,Remember,6.96,2.19,0.51,Medium
Q3050,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,MCQ,Understand,5.05,1.66,0.72,Medium
Q3051,Mathematics,Algebra,Analyze the principles of Algebra in Mathematics.,MCQ,Understand,7.28,2.35,0.78,Easy
Q3052,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,MCQ,Remember,4.09,1.82,0.27,Medium
Q3053,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Short Answer,Analyze,4.63,1.5,0.85,Medium
Q3054,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Short Answer,Apply,6.78,1.13,0.36,Medium
Q3055,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,Numerical,Analyze,6.16,2.09,0.05,Medium
Q3056,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,Short Answer,Apply,5.37,1.06,0.08,Medium
Q3057,Mathematics,Probability,Analyze the principles of Probability in Mathematics.,Long Answer,Understand,7.05,1.5,0.43,Easy
Q3058,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,Long Answer,Remember,6.61,1.89,0.32,Medium
Q3059,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,Numerical,Understand,5.81,2.08,0.76,Medium
Q3060,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,MCQ,Evaluate,4.6,1.3,0.74,Medium
Q3061,Chemistry,Physical,Explain the concept of Physical in Chemistry.,Numerical,Apply,7.86,1.6,0.83,Easy
Q3062,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,Short Answer,Apply,6.0,1.16,0.21,Medium
Q3063,Physics,Thermodynamics,Analyze the principles of Thermodynamics in Physics.,Short Answer,Evaluate,8.46,1.76,0.11,Easy
Q3064,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Long Answer,Analyze,9.53,1.74,-0.05,Easy
Q3065,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Numerical,Understand,6.82,2.11,0.84,Medium
Q3066,Mathematics,Algebra,Apply the theory of Algebra in practical scenarios.,Short Answer,Remember,4.49,1.35,0.36,Medium
Q3067,Computer Science,Operating Systems,Analyze the principles of Operating Systems in Computer Science.,Long Answer,Understand,1.49,1.72,-0.13,Hard
Q3068,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,Numerical,Evaluate,8.52,2.4,0.11,Easy
Q3069,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,MCQ,Understand,5.47,1.78,0.29,Medium
Q3070,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,MCQ,Analyze,4.14,1.55,0.83,Medium
Q3071,Chemistry,Organic,Evaluate the impact of Organic in Chemistry.,Numerical,Remember,4.6,1.4,0.23,Medium
Q3072,Biology,Genetics,Analyze the principles of Genetics in Biology.,Numerical,Understand,6.68,2.75,0.56,Medium
Q3073,Biology,Genetics,Apply the theory of Genetics in practical scenarios.,MCQ,Analyze,5.81,1.4,0.7,Medium
Q3074,Biology,Ecology,Apply the theory of Ecology in practical scenarios.,Long Answer,Evaluate,8.55,0.71,-0.03,Easy
Q3075,Biology,Genetics,Explain the concept of Genetics in Biology.,Short Answer,Remember,5.23,1.12,0.37,Medium
Q3076,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Numerical,Remember,8.71,1.71,0.52,Easy
Q3077,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,MCQ,Evaluate,3.16,2.38,0.32,Hard
Q3078,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,Long Answer,Remember,8.29,1.36,0.05,Easy
Q3079,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,Long Answer,Analyze,6.44,1.42,0.74,Medium
Q3080,Mathematics,Linear Algebra,Analyze the principles of Linear Algebra in Mathematics.,MCQ,Remember,10.0,1.45,0.1,Easy
Q3081,Biology,Genetics,Solve a problem related to Genetics in Biology.,Numerical,Apply,7.39,2.29,0.16,Easy
